node_id,label,feat
755,0,"0.000876168224299,0.000876168224299,0.0002007903289366,0.1839263206660852,1.5487775526161229e-06"
756,1,"0.0014602803738317,0.0014602803738317,0.0008342580982168,0.2257351451040832,0.0001139883498169"
757,1,"0.0005841121495327,0.0002920560747663,0.0005759212692588,0.1550683969005915,4.298723407718172e-08"
758,0,"0.0005841121495327,0.0002920560747663,0.0002876193479513,0.1837126421567917,1.507752105615416e-06"
759,1,"0.0005841121495327,0.0005841121495327,0.0,0.1837431372559159,1.531509034194119e-06"
760,0,"0.0005841121495327,0.0005841121495327,0.0005753240175721,0.183611064891417,1.4849553080023142e-06"
761,0,"0.000876168224299,0.000876168224299,7.11013912665194e-08,0.1837533045388539,3.016544360858003e-06"
762,0,"0.0005841121495327,0.0005841121495327,0.0011512452868309,0.1337895217608544,3.144193125709208e-10"
763,0,"0.0005841121495327,0.0005841121495327,7.11013912665194e-08,0.1835400276143352,1.5074653508410652e-06"
764,0,"0.0002920560747663,0.0002920560747663,0.0,0.1178044527874762,4.545829624344221e-12"
765,1,"0.0005841121495327,0.0005841121495327,0.0,0.1837329710980506,1.5308695702529778e-06"
766,0,"0.0005841121495327,0.0005841121495327,0.0002842036371148,0.1834487747003739,1.4631930878435248e-06"
767,0,"0.0005841121495327,0.0005841121495327,0.0,0.1837329710980506,1.5311984821675171e-06"
768,1,"0.0002920560747663,0.0002920560747663,0.0,0.1550539160305443,2.1498109598383746e-08"
769,0,"0.0017523364485981,0.0011682242990654,0.0011434625285429,0.2255052098075627,0.0001028229892472"
770,0,"0.0005841121495327,0.0005841121495327,0.0001437670131409,0.1840180494085209,1.4878348408402452e-06"
771,1,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775"
772,0,"0.0011682242990654,0.000876168224299,0.0002881312779684,0.1837634729470515,1.5751191638662489e-06"
773,0,"0.000876168224299,0.0011682242990654,7.798400594111846e-06,0.1838346833274008,1.5522947917639303e-06"
774,0,"0.0002920560747663,0.0002920560747663,0.0,0.1836923177135838,1.4862764683644563e-06"
775,0,"0.0005841121495327,0.0005841121495327,0.0,0.1837329710980506,1.531194057203515e-06"
776,1,"0.0002920560747663,0.0005841121495327,0.0,0.1836923177135838,1.4862764683644563e-06"
777,1,"0.000876168224299,0.000876168224299,1.022654251443914e-07,0.2378618809273095,0.0004493944844462"
778,2,"0.0137266355140186,0.0137266355140186,0.0103231329198758,0.3105863935303187,0.0218270364863117"
779,2,"0.0405957943925233,0.041179906542056,0.0080863788710186,0.3335800823331158,0.0569793160109038"
780,2,"0.0055490654205607,0.0055490654205607,4.249898612189535e-05,0.2905073676516637,0.010414589122208"
781,1,"0.0023364485981308,0.0023364485981308,8.477092835386234e-06,0.2871910161399436,0.0085025831732341"
782,1,"0.0052570093457943,0.0052570093457943,0.0002358099137295,0.2861023278733667,0.0070193406895653"
783,2,"0.0035046728971962,0.0035046728971962,0.0003867209099298,0.2868437176838704,0.0070790159528074"
784,2,"0.0020443925233644,0.0020443925233644,0.0001144621391483,0.2799047302449568,0.0030103364116406"
785,1,"0.0061331775700934,0.0061331775700934,0.0005291271702476,0.2904565485547247,0.0105424637486597"
786,1,"0.0017523364485981,0.0017523364485981,1.845313633182468e-06,0.2464407955195672,0.0008758066117847"
787,2,"0.0131425233644859,0.0131425233644859,0.0030687539189667,0.3166577400234736,0.0262824963563554"
788,1,"0.009053738317757,0.0087616822429906,0.0003572815256521,0.3020272596294832,0.0132077022406774"
789,2,"0.0064252336448598,0.0064252336448598,0.0001722635666035,0.290228082470387,0.0110683035532483"
790,2,"0.0128504672897196,0.0125584112149532,0.000612223654028,0.3182052241880192,0.0379147603567636"
791,2,"0.0671728971962616,0.0662967289719626,0.0412194719499322,0.3713699082561136,0.1296436808313441"
792,1,"0.0055490654205607,0.0055490654205607,2.530846110018639e-05,0.2575853024841893,0.0047560899714463"
793,1,"0.0035046728971962,0.0035046728971962,2.885304709966792e-06,0.2657056904805703,0.0043705127945892"
794,2,"0.0227803738317757,0.0227803738317757,0.0016384118323675,0.2895700836785985,0.0203063217609093"
795,0,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1373703036165371,1.6629128859470202e-09"
796,0,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1596226552406349,1.1511804366682037e-07"
797,1,"0.0002920560747663,0.0002920560747663,0.0,0.1596226552406349,1.1511804366682037e-07"
798,1,"0.0005841121495327,0.0005841121495327,0.0038694230343935,0.2357008815122555,0.0002759494361629"
799,0,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1373703036165371,1.6629128859470202e-09"
800,0,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1373703036165371,1.6629128859470202e-09"
801,0,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1373703036165371,1.6629128859470202e-09"
802,0,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1596226552406349,1.1511804366682037e-07"
803,0,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1596226552406349,1.1511804366682037e-07"
804,1,"0.0023364485981308,0.0029205607476635,0.007182847409361,0.1904777859140856,7.971040722032616e-06"
805,0,"0.0002920560747663,0.0002920560747663,0.0,0.1596149829188256,1.1511804366682037e-07"
806,0,"0.0002920560747663,0.0002920560747663,0.0002877899912903,0.1596943162325403,1.1511804366682037e-07"
807,0,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1596226552406349,1.1511804366682037e-07"
808,0,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1596226552406349,1.1511804366682037e-07"
809,0,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1373703036165371,1.6629128859470202e-09"
810,1,"0.0011682242990654,0.0011682242990654,0.0,0.2532247765461467,0.0018418749684167"
811,1,"0.0005841121495327,0.0005841121495327,0.0,0.2546813190908941,0.0020603509013356"
812,1,"0.0002920560747663,0.0002920560747663,0.0,0.2499841704024517,0.0011061218722922"
813,1,"0.0002920560747663,0.0002920560747663,0.0,0.2499841704024517,0.0011061218722922"
814,0,"0.0002920560747663,0.0002920560747663,0.0,0.2441577619017843,0.0009542290290433"
815,1,"0.000876168224299,0.000876168224299,0.0,0.2549550648465388,0.0024652739399679"
816,1,"0.0005841121495327,0.0005841121495327,0.0,0.2523013006857748,0.0015110449109245"
817,2,"0.0058411214953271,0.0058411214953271,6.640116336604994e-05,0.2973220270056557,0.0123864907017954"
818,1,"0.000876168224299,0.000876168224299,0.0001323349391978,0.2549354920640387,0.0015440720288792"
819,1,"0.0011682242990654,0.0011682242990654,7.440150507438877e-08,0.2547985666865777,0.0024306672426718"
820,1,"0.0005841121495327,0.0005841121495327,0.0,0.2595989461871613,0.0017958828055163"
821,1,"0.0002920560747663,0.0002920560747663,0.0,0.2499841704024517,0.0011061218722922"
822,1,"0.0002920560747663,0.0002920560747663,0.0,0.2499841704024517,0.0011061218722922"
823,2,"0.0064252336448598,0.0064252336448598,6.132169533730898e-05,0.2905836296487721,0.0165499456872061"
824,1,"0.0005841121495327,0.0005841121495327,0.0,0.2546813190908941,0.0020603509013356"
825,1,"0.0005841121495327,0.0005841121495327,0.0,0.2523013006857748,0.0015110449109245"
826,1,"0.000876168224299,0.000876168224299,1.8461413872710303e-08,0.2359018057559258,0.0005120829565096"
827,1,"0.0005841121495327,0.0005841121495327,4.028994982490111e-06,0.2501724965817514,0.0011464096815162"
828,1,"0.0029205607476635,0.0029205607476635,6.744316857008836e-06,0.2839009762867546,0.0065003640603173"
829,1,"0.0017523364485981,0.0017523364485981,4.168094696802026e-07,0.2747860752690251,0.0053800806108145"
830,2,"0.0075934579439252,0.0075934579439252,0.0020505614925313,0.284289848439874,0.0090372591127699"
831,0,"0.0002920560747663,0.0002920560747663,0.0,0.1833778629204356,1.4628729678440966e-06"
832,0,"0.0002920560747663,0.0002920560747663,0.0,0.1833778629204356,1.4628729678440966e-06"
833,0,"0.0005841121495327,0.0002920560747663,0.0,0.1833879898181007,1.484005834707887e-06"
834,1,"0.0002920560747663,0.0002920560747663,0.0,0.1548803563092285,2.2100907748454188e-08"
835,0,"0.0002920560747663,0.0002920560747663,0.0,0.1837329710980506,1.5087540532438084e-06"
836,1,"0.004964953271028,0.004964953271028,8.584216217770533e-06,0.2756070810545413,0.0052384029825628"
837,1,"0.0014602803738317,0.0014602803738317,2.8975581696937083e-06,0.257845307836491,0.0013130031810198"
838,1,"0.0011682242990654,0.0011682242990654,6.337765366719984e-08,0.2416174126619738,0.0008414668072242"
839,2,"0.0198598130841121,0.0195677570093457,0.0008473672184583,0.2807803939820891,0.0103529416535545"
840,0,"0.0002920560747663,0.0002920560747663,0.0,0.2286887762293346,0.0002631954372277"
841,1,"0.0011682242990654,0.0011682242990654,0.0,0.24154711373481,0.000809761827856"
842,1,"0.0011682242990654,0.0011682242990654,0.0,0.270819582419358,0.0018406415017117"
843,1,"0.0002920560747663,0.0005841121495327,0.0002876193479513,0.2532054685189606,0.0005475884326957"
844,1,"0.0002920560747663,0.0002920560747663,0.0,0.2014431131104742,7.905871545042651e-06"
845,1,"0.000876168224299,0.000876168224299,0.0005774102176545,0.2533020381103103,0.0005658653639889"
846,0,"0.0002920560747663,0.0002920560747663,0.0,0.1673110499610121,2.3221893207760737e-07"
847,1,"0.0002920560747663,0.0002920560747663,0.0,0.2532054685189606,0.0005475884326957"
848,1,"0.0011682242990654,0.0011682242990654,7.008260633668585e-06,0.2558192527252267,0.0012497914627908"
849,1,"0.0005841121495327,0.0005841121495327,0.0,0.2532247765461467,0.0005556101321656"
850,1,"0.000876168224299,0.000876168224299,0.0,0.2546227357480576,0.0010542273265211"
851,2,"0.0023364485981308,0.0023364485981308,4.91773485539083e-07,0.283368010890534,0.0048507936293524"
852,1,"0.0005841121495327,0.0005841121495327,0.0005732378174898,0.2532827182996086,0.0005478206516277"
853,0,"0.0002920560747663,0.0002920560747663,0.0,0.2532054685189606,0.0005475884326957"
854,1,"0.000876168224299,0.000876168224299,0.0005757506259197,0.2015409188338998,1.608237019768446e-05"
855,1,"0.0002920560747663,0.0002920560747663,0.0,0.2532054685189606,0.0005475884326957"
856,1,"0.0029205607476635,0.0029205607476635,9.482988208951628e-06,0.2746270029462593,0.0056601454383791"
857,2,"0.0131425233644859,0.0128504672897196,0.0004115783850625,0.3007961702559935,0.0438581410390536"
858,2,"0.0058411214953271,0.0061331775700934,3.104054190548052e-05,0.2895195919464837,0.0207263970723474"
859,1,"0.0011682242990654,0.0011682242990654,5.499202308483078e-08,0.2711070062557081,0.0037498114271827"
860,2,"0.0081775700934579,0.0081775700934579,8.131569160022203e-05,0.2973752771224293,0.0311432668087325"
861,1,"0.0023364485981308,0.0023364485981308,6.950029167841222e-07,0.2717948698335381,0.0047157959933298"
862,1,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710406235411499,0.0031168476161124"
863,1,"0.0011682242990654,0.0011682242990654,5.499202308483078e-08,0.2711070062557081,0.0037498114271827"
864,1,"0.0011682242990654,0.0011682242990654,5.499202308483078e-08,0.2711070062557081,0.0037498114271827"
865,1,"0.0017523364485981,0.0017523364485981,6.694839741562757e-06,0.2760194264505168,0.0070263094220312"
866,1,"0.0014602803738317,0.0014602803738317,5.499202308483078e-08,0.2711291410537367,0.0038178696165518"
867,1,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710406235411499,0.0031168476161124"
868,1,"0.0035046728971962,0.0035046728971962,4.887380191946266e-06,0.2848018627466697,0.0132110174496211"
869,1,"0.0020443925233644,0.0020443925233644,8.391214645535963e-07,0.2719284080925457,0.0047159540102186"
870,1,"0.000876168224299,0.000876168224299,1.4535501758857e-07,0.2051136330837658,3.0996481736065866e-05"
871,1,"0.0017523364485981,0.0017523364485981,0.0001112196707525,0.2390605226136468,0.0004438233447673"
872,1,"0.0032126168224299,0.0032126168224299,0.0006814031209019,0.2608632929792748,0.0021358790429958"
873,1,"0.0017523364485981,0.0011682242990654,8.950131394342225e-07,0.2051769984322624,3.849792037178448e-05"
874,1,"0.000876168224299,0.000876168224299,0.0,0.2051136330837658,3.703779202065074e-05"
875,1,"0.0005841121495327,0.0005841121495327,0.0,0.2050503068617578,2.5325364538813624e-05"
876,1,"0.0023364485981308,0.0020443925233644,0.0002859015802204,0.2462580437245953,0.000660460910151"
877,1,"0.000876168224299,0.000876168224299,7.11013912665194e-08,0.205100964710405,3.49682444560363e-05"
878,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
879,1,"0.0014602803738317,0.0017523364485981,0.0004809522989691,0.2390433141107233,0.0003985287039462"
880,1,"0.0005841121495327,0.0005841121495327,0.0,0.2050756326577019,2.5298460584976185e-05"
881,1,"0.0011682242990654,0.0014602803738317,0.0002914571389307,0.2051516475953647,2.9132243123623537e-05"
882,1,"0.0014602803738317,0.0014602803738317,0.0002294932322853,0.254232867832351,0.001125579033991"
883,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
884,0,"0.0002920560747663,0.0002920560747663,0.0,0.1985405787173363,1.3876084271235808e-05"
885,0,"0.0002920560747663,0.0002920560747663,0.0,0.1985405787173363,1.3876084271235808e-05"
886,1,"0.0002920560747663,0.0002920560747663,0.0,0.1985405787173363,1.3876084271235808e-05"
887,1,"0.0002920560747663,0.0002920560747663,0.0,0.1985405787173363,1.3876084271235808e-05"
888,1,"0.0005841121495327,0.0005841121495327,0.0,0.2312849783832127,0.0003581103123767"
889,2,"0.0169392523364485,0.0166471962616822,0.0015967106208181,0.3286283740352467,0.0496708886172144"
890,1,"0.0035046728971962,0.0035046728971962,0.0001189714488686,0.2774724030436303,0.0074468551951915"
891,1,"0.0055490654205607,0.0061331775700934,0.0001152296577348,0.2880879430577052,0.0115236683661681"
892,0,"0.0020443925233644,0.0020443925233644,3.2681034496616744e-06,0.2730912598376783,0.0045738246889648"
893,1,"0.0014602803738317,0.0014602803738317,6.752640990964882e-06,0.2811607585831994,0.0035132667808337"
894,0,"0.0073014018691588,0.0073014018691588,0.0026631784152106,0.3021921666781479,0.0173657413961679"
895,0,"0.0005841121495327,0.000876168224299,0.0002870931976559,0.2070963342454735,1.1393041189384115e-05"
896,1,"0.0002920560747663,0.0002920560747663,0.0,0.1458597847597912,2.416879485319425e-09"
897,0,"0.0005841121495327,0.0005841121495327,5.75992370650074e-05,0.1712012022284976,1.6933760701194714e-07"
898,0,"0.0002920560747663,0.0002920560747663,0.0,0.2070963342454735,1.1226152443272748e-05"
899,0,"0.0002920560747663,0.0002920560747663,0.0,0.2070834197821257,1.1226152443272748e-05"
900,0,"0.0005841121495327,0.0005841121495327,0.0005756653042502,0.1712100288526587,1.673019387220043e-07"
901,1,"0.0023364485981308,0.0023364485981308,1.0533539446891764e-08,0.2741735237472067,0.0030507697256625"
902,1,"0.0035046728971962,0.0035046728971962,5.653436534626343e-07,0.2774955895066573,0.0043291284323289"
903,1,"0.0005841121495327,0.000876168224299,2.3516381532633095e-07,0.2671807643113821,0.001254791395537"
904,1,"0.0014602803738317,0.0014602803738317,4.2672819097023785e-06,0.2629911871090654,0.0013986560313443"
905,2,"0.0108060747663551,0.0108060747663551,0.0011168018777846,0.2882129595231876,0.0128918121115636"
906,1,"0.0026285046728971,0.0026285046728971,1.317287996660029e-07,0.2741282581827776,0.0031096484805465"
907,1,"0.0017523364485981,0.0017523364485981,5.873552836995748e-07,0.2755384765703757,0.0036743231538238"
908,1,"0.0037967289719626,0.0037967289719626,4.119876620858166e-08,0.2752415847182899,0.0042961744792836"
909,1,"0.0011682242990654,0.0011682242990654,0.0,0.2770788251669727,0.0039804637254172"
910,1,"0.0023364485981308,0.0023364485981308,2.820603638251665e-05,0.280211772814629,0.0056729998231173"
911,1,"0.0026285046728971,0.000876168224299,1.952708772314789e-07,0.2836100196110827,0.007735004118147"
912,2,"0.0137266355140186,0.0137266355140186,0.0010701665018907,0.3133116067200838,0.0301722031719725"
913,2,"0.0391355140186915,0.0394275700934579,0.0085343123896026,0.343340541731407,0.0559024736367786"
914,1,"0.0011682242990654,0.0011682242990654,0.0,0.2792691716109804,0.0041976788292308"
915,1,"0.0029205607476635,0.0029205607476635,6.713399338703222e-05,0.2808278832664835,0.0052740314120631"
916,1,"0.0014602803738317,0.0014602803738317,0.0005806541288125,0.2568680166790043,0.001576300050792"
917,1,"0.0040887850467289,0.0040887850467289,7.540113637190119e-05,0.2894943526829542,0.011137159991585"
918,1,"0.0058411214953271,0.0058411214953271,0.0001124937348082,0.2882379758377023,0.0131330481953555"
919,1,"0.0017523364485981,0.0017523364485981,8.393593419533233e-06,0.2776812208066033,0.0045952977003266"
920,1,"0.0037967289719626,0.0037967289719626,7.315628316809603e-05,0.2842411811714601,0.0083265649172489"
921,2,"0.0201518691588785,0.0204439252336448,0.0003153981508343,0.2989816979946131,0.0275434666551473"
922,1,"0.0011682242990654,0.0011682242990654,0.0,0.2770788251669727,0.0039804637254172"
923,1,"0.0035046728971962,0.0035046728971962,7.132828198310454e-05,0.2855856312028008,0.0098889581310325"
924,2,"0.009053738317757,0.0093457943925233,0.0012676572207808,0.2968967116339891,0.0184028850111369"
925,2,"0.0379672897196261,0.0379672897196261,0.0133956744336739,0.3359762970079085,0.0483284959004434"
926,2,"0.0113901869158878,0.0113901869158878,4.742251799245637e-05,0.3024674122985853,0.0267141931031956"
927,1,"0.0026285046728971,0.0026285046728971,3.0625155689628445e-05,0.2805905973490636,0.0067344470377091"
928,2,"0.0046728971962616,0.0046728971962616,6.904308009318638e-05,0.287489370584899,0.0140066171925693"
929,0,"0.0002920560747663,0.0002920560747663,0.0,0.2037419301568297,2.2763260576501662e-05"
930,1,"0.004964953271028,0.004964953271028,0.0001173727211237,0.289595336149487,0.0124840851429952"
931,1,"0.0040887850467289,0.0040887850467289,4.847327822915455e-05,0.2941876080462587,0.011496718972427"
932,1,"0.0017523364485981,0.0017523364485981,0.0007424882612557,0.254447147316387,0.0010137079545226"
933,1,"0.0055490654205607,0.0055490654205607,0.0011513010681733,0.2848507222187483,0.0135144041678328"
934,1,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
935,1,"0.0011682242990654,0.0011682242990654,1.8698034750857254e-08,0.2388198288116625,0.0009312553285597"
936,1,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
937,1,"0.0035046728971962,0.0035046728971962,0.0028831008634055,0.2658971670771213,0.0037178824890286"
938,2,"0.0297897196261682,0.0300817757009345,0.0104652896119997,0.3427735053288778,0.0601945647120872"
939,1,"0.0002920560747663,0.0002920560747663,0.0,0.2329561360663744,0.0004519095964581"
940,0,"0.0002920560747663,0.0002920560747663,0.0,0.2343204713255834,0.0003399630720617"
941,1,"0.0011682242990654,0.0014602803738317,1.7064333903964662e-08,0.2383398923150913,0.000804776941818"
942,1,"0.0005841121495327,0.000876168224299,0.0,0.2022282272471937,2.906546637440289e-05"
943,1,"0.0002920560747663,0.0002920560747663,0.0,0.2093814451214481,5.369002097688267e-05"
944,1,"0.0002920560747663,0.0002920560747663,0.0,0.2093814451214481,5.369002097688267e-05"
945,1,"0.0043808411214953,0.0043808411214953,0.000380578933429,0.2798339698008062,0.0079774609465788"
946,1,"0.0002920560747663,0.0002920560747663,0.0,0.2093814451214481,5.369002097688267e-05"
947,1,"0.000876168224299,0.0005841121495327,7.382206905144106e-08,0.2543886716428809,0.0009988626556736"
948,1,"0.0002920560747663,0.0002920560747663,0.0,0.2329561360663744,0.0004519095964581"
949,1,"0.0005841121495327,0.0005841121495327,1.5559379331003264e-07,0.2543497027899945,0.0009842257625132"
950,1,"0.0002920560747663,0.0002920560747663,0.0,0.2343204713255834,0.0003399630720617"
951,1,"0.0002920560747663,0.0002920560747663,0.0,0.2209587943060861,0.0001951419958501"
952,0,"0.0011682242990654,0.0011682242990654,0.0001665385514404,0.2544081605474732,0.0009992823914996"
953,0,"0.0002920560747663,0.0002920560747663,0.0,0.2329561360663744,0.0004519095964581"
954,0,"0.0002920560747663,0.0002920560747663,0.0,0.2209587943060861,0.0001951419958501"
955,1,"0.0002920560747663,0.0002920560747663,0.0,0.2093814451214481,5.369002097688267e-05"
956,1,"0.0005841121495327,0.0005841121495327,1.0096421448667182e-06,0.240045519706966,0.0005526674220255"
957,0,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
958,0,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
959,1,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
960,1,"0.0002920560747663,0.0002920560747663,0.0,0.2093814451214481,5.369002097688267e-05"
961,2,"0.014018691588785,0.0143107476635514,0.0036004810432529,0.3074520618115144,0.0235463293015575"
962,1,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
963,1,"0.0055490654205607,0.0052570093457943,0.0005443000004667,0.2868932803132759,0.0113707909544467"
964,1,"0.0014602803738317,0.0014602803738317,1.6919417651371107e-05,0.255977007602418,0.0017020043935562"
965,1,"0.0002920560747663,0.0002920560747663,0.0,0.2329561360663744,0.0004519095964581"
966,1,"0.0002920560747663,0.0002920560747663,0.0,0.2329561360663744,0.0004519095964581"
967,0,"0.0005841121495327,0.0005841121495327,0.0,0.2343370065363184,0.0005041359866707"
968,0,"0.0005841121495327,0.0005841121495327,0.0,0.2343370065363184,0.0003645375732618"
969,1,"0.0005841121495327,0.0005841121495327,0.0001232275007501,0.2532440875182009,0.0005481951981276"
970,1,"0.000876168224299,0.000876168224299,0.0,0.2546422605341744,0.0010064683399699"
971,1,"0.0002920560747663,0.0002920560747663,0.0,0.2450767320757319,0.000442939817438"
972,1,"0.0005841121495327,0.0005841121495327,0.0,0.2375725940496614,0.000254772307406"
973,1,"0.0005841121495327,0.0005841121495327,0.0,0.2375725940496614,0.000254772307406"
974,1,"0.0005841121495327,0.0005841121495327,0.0,0.2532247765461467,0.0005556101321656"
975,1,"0.0014602803738317,0.0014602803738317,0.0002457449415184,0.2558192527252267,0.0012581685266822"
976,2,"0.0023364485981308,0.0023364485981308,0.0002111438507278,0.2547399293975275,0.0011040414179317"
977,1,"0.000876168224299,0.000876168224299,0.0,0.2532634014357968,0.0005717837652619"
978,1,"0.000876168224299,0.000876168224299,0.0,0.2532634014357968,0.0005717837652619"
979,1,"0.000876168224299,0.000876168224299,1.7064333903964658e-07,0.2031685359208423,4.202040338268672e-05"
980,0,"0.0014602803738317,0.0014602803738317,4.2660834759911645e-08,0.2260578434054573,0.0001286458216788"
981,1,"0.0011682242990654,0.0011682242990654,0.0,0.2260424558999501,0.0001268401950694"
982,1,"0.0005841121495327,0.0005841121495327,0.0,0.1838957647373002,1.885801728694336e-06"
983,1,"0.0011682242990654,0.0014602803738317,0.0004318698505528,0.2260578434054573,0.0001249543812038"
984,1,"0.0014602803738317,0.0014602803738317,0.0012942159643896,0.2260732330060704,0.0001231759317708"
985,1,"0.0005841121495327,0.0005841121495327,0.0,0.1838855816837127,1.8316663957198505e-06"
986,1,"0.0020443925233644,0.0020443925233644,0.0011510319826571,0.2260886247022173,0.0001286995231187"
987,0,"0.0011682242990654,0.0011682242990654,0.0,0.2260424558999501,0.0001268401950694"
988,1,"0.0017523364485981,0.0017523364485981,1.066520868997791e-06,0.2260886247022173,0.0001304245973952"
989,1,"0.000876168224299,0.000876168224299,0.0005756653042502,0.2229615764486483,0.0001661064773885"
990,2,"0.0058411214953271,0.0058411214953271,0.0021486790385573,0.2881129376736221,0.0113362982031988"
991,0,"0.0002920560747663,0.0002920560747663,0.0,0.1818116462976276,2.3985478191213137e-06"
992,0,"0.0005841121495327,0.0005841121495327,1.7064333903964658e-07,0.1923200161942531,5.544398010839382e-06"
993,1,"0.0023364485981308,0.0023364485981308,0.0005760594091046,0.2475430279259163,0.0010977084651971"
994,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388885489983575,0.000384383860963"
995,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
996,1,"0.0002920560747663,0.0002920560747663,0.0,0.1923311548491931,5.9778576724244784e-06"
997,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
998,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
999,1,"0.0023364485981308,0.0023364485981308,0.0011520131818566,0.2389917034635601,0.0004140524705681"
1000,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1001,1,"0.0002920560747663,0.0002920560747663,0.0,0.216719292542333,6.62807806326328e-05"
1002,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1003,0,"0.0005841121495327,0.0005841121495327,5.119300171189398e-07,0.1923422947944493,5.5466456578447065e-06"
1004,1,"0.0011682242990654,0.0011682242990654,0.0017261426960555,0.2389573087447771,0.0003786439516687"
1005,0,"0.0002920560747663,0.0002920560747663,0.0,0.192286607969089,5.704556392446045e-06"
1006,0,"0.0002920560747663,0.0002920560747663,0.0,0.1923088788294051,5.46659129604566e-06"
1007,0,"0.0002920560747663,0.0002920560747663,0.0,0.1922977427544251,6.421382199906846e-06"
1008,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388713652442934,0.000384110559683"
1009,0,"0.0002920560747663,0.0002920560747663,0.0,0.1923311548491931,5.9778576724244784e-06"
1010,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388713652442934,0.000384110559683"
1011,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388713652442934,0.000384110559683"
1012,1,"0.0005841121495327,0.0005841121495327,0.0,0.2389057352249041,0.0004446867839232"
1013,1,"0.000876168224299,0.000876168224299,0.0005756653042502,0.2389401150975801,0.0004447795001399"
1014,1,"0.0002920560747663,0.0002920560747663,0.0,0.1978309138345149,1.584866284255427e-05"
1015,0,"0.0005841121495327,0.0005841121495327,0.0,0.2388541839621785,0.0003839491953701"
1016,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1017,1,"0.0005841121495327,0.0005841121495327,0.000574982730894,0.2388885489983575,0.0003784860576524"
1018,0,"0.0002920560747663,0.0002920560747663,0.0,0.1923088788294051,5.46659129604566e-06"
1019,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388541839621785,0.0003839491953701"
1020,1,"0.000876168224299,0.000876168224299,8.958775299581446e-07,0.2389573087447771,0.0004506646415957"
1021,0,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1022,1,"0.0014602803738317,0.0014602803738317,0.0005759212692588,0.2389229239244671,0.00039512493741"
1023,1,"0.0172313084112149,0.0172313084112149,0.0002534516382711,0.281518287523412,0.0347725964263557"
1024,2,"0.0178154205607476,0.018107476635514,0.0012192547774804,0.3204467547646596,0.0604789015249793"
1025,1,"0.0073014018691588,0.0073014018691588,7.922196294120435e-05,0.2974818345987788,0.0268142595266889"
1026,2,"0.0198598130841121,0.0192757009345794,0.002971231559226,0.3141712128312364,0.0661499219444389"
1027,2,"0.0017523364485981,0.0017523364485981,5.323049649130074e-05,0.2560954515019795,0.0017099697711597"
1028,1,"0.0002920560747663,0.0002920560747663,0.0,0.2361366507591671,0.0003150762207027"
1029,1,"0.0002920560747663,0.0002920560747663,0.0,0.2361366507591671,0.0003150762207027"
1030,1,"0.0040887850467289,0.0040887850467289,0.0002471638018831,0.2434418092241161,0.0009952080806695"
1031,2,"0.0210280373831775,0.0210280373831775,0.0068901750895175,0.3266564744861467,0.0313782860437714"
1032,1,"0.0017523364485981,0.0017523364485981,0.0011521400307883,0.2379982598456366,0.0004131385527444"
1033,1,"0.0002920560747663,0.0002920560747663,0.0,0.2361366507591671,0.0003150762207027"
