node_id,label,feat
2604,1,"0.0005841121495327,0.0005841121495327,2.9117712613907948e-08,0.2315268576745568,0.0006640487197329"
2605,1,"0.0005841121495327,0.0005841121495327,0.0,0.2637221823083043,0.0012516910776718"
2606,1,"0.0002920560747663,0.0002920560747663,0.0,0.2421989438863808,0.0003966277479647"
2607,1,"0.0002920560747663,0.0002920560747663,0.0,0.230963257728903,0.0003803619221249"
2608,0,"0.0002920560747663,0.0002920560747663,0.0,0.220973497446511,0.0001283859394686"
2609,1,"0.0002920560747663,0.0002920560747663,0.0,0.2206211612826314,0.00013046187047"
2610,0,"0.0002920560747663,0.0002920560747663,0.0,0.2206211612826314,0.00013046187047"
2611,1,"0.0014602803738317,0.0014602803738317,1.3547114676382198e-06,0.2361366507591671,0.0006687189698099"
2612,1,"0.000876168224299,0.000876168224299,0.0,0.2532054685189606,0.0017548283150865"
2613,1,"0.0005841121495327,0.0005841121495327,0.0,0.2202699469107301,0.0001651179969873"
2614,1,"0.0005841121495327,0.0005841121495327,0.0,0.2202699469107301,0.0001651179969873"
2615,1,"0.0002920560747663,0.0002920560747663,0.0,0.219817946622504,0.0001258117450329"
2616,1,"0.0005841121495327,0.0005841121495327,0.0,0.2202699469107301,0.0001651179969873"
2617,1,"0.0005841121495327,0.0005841121495327,0.0,0.2202699469107301,0.0001651179969873"
2618,1,"0.0005841121495327,0.0005841121495327,0.0,0.2202699469107301,0.0001651179969873"
2619,1,"0.0002920560747663,0.0002920560747663,0.0,0.219817946622504,0.0001258117450329"
2620,1,"0.0005841121495327,0.0005841121495327,0.0,0.2778206073476255,0.0039737100741341"
2621,1,"0.0002920560747663,0.0002920560747663,0.0,0.2063114885453633,5.4835012890177206e-05"
2622,1,"0.0116822429906542,0.0116822429906542,0.0007387956215236,0.260965793290858,0.0037978501122054"
2623,1,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775"
2624,1,"0.0020443925233644,0.0020443925233644,0.0003586667498472,0.2535728252616194,0.0009381716765286"
2625,1,"0.0011682242990654,0.0011682242990654,0.0005756653042502,0.2407416064684767,0.0005660946347856"
2626,1,"0.0017523364485981,0.0017523364485981,2.8744745929531424e-06,0.2536115564095134,0.001032948898707"
2627,1,"0.000876168224299,0.0005841121495327,1.4916065035991752e-05,0.2544666451820818,0.0011120508901553"
2628,1,"0.0017523364485981,0.0020443925233644,0.0008754506815318,0.2277165000086517,0.0004532232618072"
2629,1,"0.0005841121495327,0.0005841121495327,0.0,0.2246509078356222,0.0002160796484068"
2630,1,"0.000876168224299,0.000876168224299,1.4218338780780752e-06,0.2316722282423725,0.0010973941065866"
2631,0,"0.000876168224299,0.000876168224299,5.864791617352339e-06,0.2449321227043935,0.0009974814304736"
2632,1,"0.0002920560747663,0.0002920560747663,0.0,0.2428187861674589,0.0003305355944406"
2633,1,"0.0002920560747663,0.0002920560747663,0.0,0.2428187861674589,0.0003305355944406"
2634,1,"0.0005841121495327,0.0005841121495327,0.0001119093379705,0.2471745232323162,0.0002612003068922"
2635,0,"0.0002920560747663,0.0002920560747663,0.0,0.1939034053267644,3.38141105854636e-06"
2636,1,"0.0002920560747663,0.0002920560747663,2.986258433193816e-07,0.1698005685752502,4.205857879453725e-07"
2637,1,"0.0002920560747663,0.0002920560747663,0.0,0.2428187861674589,0.0003305355944406"
2638,1,"0.0002920560747663,0.0002920560747663,0.0,0.2428187861674589,0.0003305355944406"
2639,1,"0.0005841121495327,0.0005841121495327,0.0,0.2428365425686411,0.0003358817312686"
2640,1,"0.0002920560747663,0.0002920560747663,0.0,0.2428187861674589,0.0003305355944406"
2641,1,"0.0002920560747663,0.0002920560747663,0.0001435963698018,0.2413364621821343,0.0002241639345035"
2642,1,"0.0002920560747663,0.0002920560747663,0.0,0.2217111576729982,7.259973581903298e-05"
2643,1,"0.0002920560747663,0.0002920560747663,0.0,0.1991239263432372,9.16671228740074e-05"
2644,1,"0.0037967289719626,0.0017523364485981,6.879014586509144e-06,0.290787190860435,0.0163659088641959"
2645,2,"0.0078855140186915,0.0084696261682242,2.58503748987828e-05,0.2970029263595535,0.028840323487759"
2646,1,"0.0043808411214953,0.0043808411214953,4.410148090327422e-05,0.2887141122957892,0.0087681906946984"
2647,2,"0.0046728971962616,0.0046728971962616,1.3826388820874668e-05,0.2821161940044319,0.01655368105142"
2648,1,"0.0005841121495327,0.000876168224299,0.0,0.2703565675833402,0.0038005838719451"
2649,1,"0.0002920560747663,0.0002920560747663,0.0,0.2241807682188731,0.0001278358994342"
2650,1,"0.0014602803738317,0.0011682242990654,2.52914112497852e-07,0.2267214937957375,0.0003688353507412"
2651,1,"0.0005841121495327,0.0002920560747663,0.0,0.1958474710796277,3.431999675029039e-05"
2652,0,"0.000876168224299,0.0005841121495327,4.2660834759911645e-08,0.195859022095321,3.4815364941712305e-05"
2653,0,"0.0005841121495327,0.0011682242990654,8.532166951982329e-08,0.1958474710796277,3.432704315716958e-05"
2654,0,"0.000876168224299,0.000876168224299,8.532166951982329e-08,0.195859022095321,3.4815364941712305e-05"
2655,0,"0.0005841121495327,0.0005841121495327,0.0,0.1958474710796277,3.432704315716958e-05"
2656,0,"0.0005841121495327,0.0005841121495327,0.0,0.1958474710796277,3.432704315716958e-05"
2657,1,"0.0002920560747663,0.0002920560747663,0.0,0.2312527659906802,0.0002506339359118"
2658,1,"0.0005841121495327,0.0005841121495327,0.0,0.2398721265260162,0.0010416536426463"
2659,1,"0.0002920560747663,0.0002920560747663,0.0,0.2312527659906802,0.0002506339359118"
2660,0,"0.0002920560747663,0.0002920560747663,0.0,0.2312527659906802,0.0002506339359118"
2661,1,"0.0005841121495327,0.0005841121495327,0.0,0.2398721265260162,0.0010416536426463"
2662,0,"0.000876168224299,0.000876168224299,6.874398966767214e-08,0.2404975173541547,0.0012079739013734"
2663,1,"0.0002920560747663,0.0002920560747663,0.0,0.2279666176718726,0.0002080958644361"
2664,0,"0.0002920560747663,0.0002920560747663,0.0,0.2279666176718726,0.0002080958644361"
2665,1,"0.0002920560747663,0.0002920560747663,0.0,0.2630328490793004,0.0010794400870165"
2666,1,"0.0002920560747663,0.0002920560747663,0.0,0.2647946511144381,0.0009467625756101"
2667,1,"0.0002920560747663,0.0002920560747663,0.0,0.2446794665212325,0.0012073843133708"
2668,1,"0.0002920560747663,0.0002920560747663,0.0,0.2446794665212325,0.0012073843133708"
2669,1,"0.000876168224299,0.000876168224299,0.0005756653042502,0.2592341701503644,0.0015272205622856"
2670,2,"0.0055490654205607,0.0052570093457943,7.814597192009384e-05,0.2887643234457537,0.017670972297786"
2671,1,"0.0005841121495327,0.0005841121495327,4.2660834759911643e-07,0.0006571261682242,4.9446597332235165e-33"
2672,1,"0.0002920560747663,0.0002920560747663,0.0,0.0004380841121495,3.732613199794735e-33"
2673,0,"0.0005841121495327,0.0005841121495327,0.0005781396326663,0.0007950415368639,3.808872755309336e-31"
2674,0,"0.0002920560747663,0.0002920560747663,1.7064333903964658e-07,0.0005257009345794,3.732613199794735e-33"
2675,0,"0.0005841121495327,0.0005841121495327,0.0011549141186203,0.0008944217289719,4.3307381961516854e-31"
2676,0,"0.0002920560747663,0.0002920560747663,1.7064333903964658e-07,0.0004380841121495,2.8176663412629472e-33"
2677,0,"0.0005841121495327,0.000876168224299,0.0020192226308561,0.0007950415368639,3.808872755309336e-31"
2678,0,"0.0002920560747663,0.0002920560747663,0.0,0.0005110981308411,1.5047934213523462e-31"
2679,0,"0.0005841121495327,0.0005841121495327,0.0008666975189823,0.0008944217289719,4.330738196151685e-31"
2680,0,"0.0005841121495327,0.0005841121495327,0.0002892404596722,0.0006504885301614,2.8276010472016993e-31"
2681,1,"0.0005841121495327,0.000876168224299,6.820592108911239e-05,0.2088941133312051,3.55513658648039e-05"
2682,1,"0.0005841121495327,0.0005841121495327,0.0,0.2486737846058236,0.0007731907021911"
2683,1,"0.0002920560747663,0.0002920560747663,0.0,0.2149378459304963,0.0001847473982896"
2684,1,"0.000876168224299,0.000876168224299,0.0,0.2268918912015693,8.163696929857276e-05"
2685,1,"0.0014602803738317,0.0014602803738317,1.3436533547852e-06,0.2281388925272168,0.0001957251713278"
2686,1,"0.0005841121495327,0.0005841121495327,0.0,0.2268608908065424,7.929813974706319e-05"
2687,1,"0.0005841121495327,0.0005841121495327,0.0,0.2276228473251195,0.0001148759408491"
2688,1,"0.0005841121495327,0.0005841121495327,0.0,0.2268608908065424,7.929813974706319e-05"
2689,1,"0.0011682242990654,0.0011682242990654,0.0,0.2281232204180922,0.0001945562577266"
2690,1,"0.000876168224299,0.000876168224299,0.0,0.2280762170072917,0.000157297323161"
2691,1,"0.000876168224299,0.000876168224299,8.532166951982329e-08,0.2268763899450822,8.215729841044877e-05"
2692,1,"0.000876168224299,0.000876168224299,8.532166951982329e-08,0.2268763899450822,8.042637619472063e-05"
2693,1,"0.0017523364485981,0.0017523364485981,0.000577383598838,0.2281232204180922,0.0001596697643193"
2694,1,"0.0011682242990654,0.0011682242990654,2.559650085594699e-07,0.2269073945764378,8.280588289982915e-05"
2695,1,"0.0002920560747663,0.0002920560747663,0.0,0.1852292346957925,2.30448695974482e-06"
2696,1,"0.0020443925233644,0.0020443925233644,1.2793728943900674e-05,0.2745361871384068,0.0045010529189138"
2697,1,"0.0005841121495327,0.0005841121495327,0.0,0.2083175283624721,2.7907783710547744e-05"
2698,0,"0.0002920560747663,0.0002920560747663,0.0,0.1801937012114693,1.9926916034489378e-06"
2699,0,"0.0005841121495327,0.0005841121495327,0.0,0.2203722688716018,0.0001202076318863"
2700,0,"0.0002920560747663,0.0002920560747663,0.0,0.171990352166261,4.201837808186665e-07"
2701,1,"0.0002920560747663,0.0002920560747663,0.0,0.2203576456288101,0.0001105071634306"
2702,0,"0.0005841121495327,0.0005841121495327,0.0,0.2083175283624721,2.7907783710547744e-05"
2703,0,"0.0005841121495327,0.0005841121495327,0.0,0.2083175283624721,2.7907783710547744e-05"
2704,1,"0.0002920560747663,0.0002920560747663,0.0,0.2082913955733656,2.748759992972908e-05"
2705,0,"0.000876168224299,0.000876168224299,0.0005756653042502,0.2205332527311839,0.0001380235363316"
2706,1,"0.0005841121495327,0.0005841121495327,0.0,0.2083959660888715,5.041138404547736e-05"
2707,1,"0.0017523364485981,0.0017523364485981,0.0005761772342673,0.2083698136177554,2.910524481228491e-05"
2708,0,"0.0005841121495327,0.0005841121495327,0.0,0.2083175283624721,2.7907783710547744e-05"
2709,0,"0.0002920560747663,0.0002920560747663,0.0,0.20351717347712,2.2923784115748287e-05"
2710,1,"0.000876168224299,0.000876168224299,0.0,0.2558192527252267,0.0009181653198875"
2711,1,"0.0002920560747663,0.0002920560747663,0.0,0.2393706998937625,0.0002650573527528"
2712,1,"0.0011682242990654,0.0011682242990654,0.0,0.251080426404519,0.0006294103478777"
2713,1,"0.0005841121495327,0.0005841121495327,0.0,0.2242716093486978,0.0001083150233715"
2714,1,"0.0005841121495327,0.0005841121495327,0.0005756653042502,0.223396550260758,9.250129085234418e-05"
2715,1,"0.0002920560747663,0.0002920560747663,0.0,0.223366497587016,9.248201417639348e-05"
2716,1,"0.0002920560747663,0.0002920560747663,0.0,0.1821007742721083,1.3352893490645333e-06"
2717,0,"0.0002920560747663,0.0002920560747663,0.0,0.223366497587016,9.248201417639348e-05"
2718,1,"0.0002920560747663,0.0002920560747663,0.0,0.2052277189065056,2.204270462738408e-05"
2719,1,"0.0005841121495327,0.0005841121495327,0.0,0.2227820823578537,0.0002826465866447"
2720,1,"0.0002920560747663,0.0002920560747663,0.0,0.239353446707955,0.0003988207126449"
2721,1,"0.0005841121495327,0.0005841121495327,5.688111301321553e-08,0.2134046474922028,5.430044996499992e-05"
2722,1,"0.0005841121495327,0.0005841121495327,0.0,0.2588502392724428,0.0011840276634687"
2723,1,"0.0002920560747663,0.0002920560747663,0.0,0.2141615967771294,7.00643632751061e-05"
2724,1,"0.0002920560747663,0.0002920560747663,0.0,0.2132675948639245,0.0001036728055262"
2725,1,"0.0002920560747663,0.0002920560747663,0.0,0.2233064164902271,0.0001257643227766"
2726,1,"0.0005841121495327,0.0005841121495327,0.0,0.2465139722089056,0.0004069310730751"
2727,1,"0.0002920560747663,0.0002920560747663,0.0,0.2233064164902271,0.0001257643227766"
2728,0,"0.0011682242990654,0.0005841121495327,1.1376222602643105e-07,0.183916134228299,3.661460967664981e-06"
2729,0,"0.0005841121495327,0.0005841121495327,0.0,0.1838957647373002,1.885801728694336e-06"
2730,0,"0.0005841121495327,0.000876168224299,0.0,0.1838957647373002,3.583248496773681e-06"
2731,1,"0.0005841121495327,0.0005841121495327,6.9890503890988e-08,0.2301947677544827,0.0003362664539457"
2732,0,"0.0002920560747663,0.0002920560747663,0.0,0.1669493599932717,1.391495328226332e-07"
2733,0,"0.0005841121495327,0.0005841121495327,0.0,0.1669577536262528,1.411886476171734e-07"
2734,0,"0.0011682242990654,0.000876168224299,0.0001441737130989,0.2009798293061894,9.808991710547792e-06"
2735,0,"0.0005841121495327,0.0005841121495327,0.0,0.2009433450094498,9.63055611420352e-06"
2736,0,"0.0002920560747663,0.0002920560747663,0.0,0.2009311865206128,9.489513492889407e-06"
2737,0,"0.0005841121495327,0.0005841121495327,0.0,0.1669577536262528,1.411886476171734e-07"
2738,0,"0.000876168224299,0.000876168224299,3.412866780792932e-07,0.2009919936827362,9.767724609435684e-06"
2739,0,"0.0005841121495327,0.0005841121495327,8.991998711923144e-05,0.2009555049698135,9.631152150113902e-06"
2740,0,"0.000876168224299,0.000876168224299,1.3345389087426647e-05,0.2010528376597546,1.1830069893294872e-05"
2741,0,"0.0005841121495327,0.0005841121495327,0.0,0.1948934632094705,2.475630203690862e-06"
2742,0,"0.0005841121495327,0.0005841121495327,0.0,0.2009555049698135,9.665896101445188e-06"
2743,0,"0.000876168224299,0.000876168224299,5.688111301321553e-08,0.1627518976488026,6.759444989162779e-08"
2744,0,"0.0002920560747663,0.0002920560747663,0.0,0.1948820257996577,2.3048084256540474e-06"
2745,1,"0.0026285046728971,0.0026285046728971,0.0006381534724383,0.2761801164027086,0.0020343357254526"
2746,0,"0.0014602803738317,0.0014602803738317,0.0001102707664628,0.2010893617310263,1.2215104563963242e-05"
2747,0,"0.0005841121495327,0.0005841121495327,0.0001435309565218,0.2009555049698135,9.493538906806564e-06"
2748,0,"0.000876168224299,0.000876168224299,0.0005753240175721,0.1949277834953139,2.3067609172768668e-06"
2749,1,"0.0029205607476635,0.0029205607476635,0.0047988554192851,0.2429431355348722,0.0001596370309935"
2750,0,"0.0002920560747663,0.0002920560747663,0.0,0.1948820257996577,2.3048084256540474e-06"
2751,0,"0.0005841121495327,0.0005841121495327,0.0,0.2009555049698135,9.665896101445188e-06"
2752,1,"0.0014602803738317,0.0014602803738317,0.0017263133393945,0.2010163268538843,9.636644000304084e-06"
2753,0,"0.0002920560747663,0.0002920560747663,0.0,0.2009311865206128,9.489513492889407e-06"
2754,0,"0.000876168224299,0.000876168224299,5.688111301321553e-08,0.1627518976488026,6.759444989162779e-08"
2755,0,"0.0005841121495327,0.000876168224299,9.004796962351118e-05,0.1669409672042111,2.787213898434349e-07"
2756,0,"0.0002920560747663,0.0002920560747663,0.0,0.2009311865206128,9.489513492889407e-06"
2757,0,"0.0002920560747663,0.0002920560747663,0.0,0.1948820257996577,2.3048084256540474e-06"
2758,1,"0.000876168224299,0.000876168224299,0.0005753240175721,0.1949277834953139,2.3067609172768668e-06"
2759,1,"0.0005841121495327,0.0005841121495327,5.7996428954651126e-08,0.2341057257403009,0.0002268667066378"
2760,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2761,1,"0.0002920560747663,0.0002920560747663,0.0,0.2128165675228254,4.249151364869052e-05"
2762,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2763,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2764,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2765,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2766,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2767,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2768,1,"0.0005841121495327,0.0005841121495327,0.0,0.2482833435234518,0.0004551692775199"
2769,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2770,1,"0.0005841121495327,0.0005841121495327,5.7996428954651126e-08,0.2341057257403009,0.0002268667066378"
2771,1,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651"
2772,1,"0.0005841121495327,0.0005841121495327,0.0,0.2482833435234518,0.0004551692775199"
2773,0,"0.0005841121495327,0.0005841121495327,1.8884135665326144e-06,0.2091045727363622,4.431253111806935e-05"
2774,0,"0.000876168224299,0.0005841121495327,2.6576943872606177e-06,0.2115691717396896,7.047557765310243e-05"
2775,1,"0.0005841121495327,0.0005841121495327,0.0002880459562989,0.1741733829658118,1.691777143934781e-06"
2776,0,"0.0002920560747663,0.0002920560747663,0.0,0.2090519181382542,4.3920291824180895e-05"
2777,0,"0.000876168224299,0.000876168224299,2.020990290673029e-06,0.2028087040201641,2.7170278605257885e-05"
2778,0,"0.0002920560747663,0.0002920560747663,0.0001437243523061,0.2115152687659979,5.857943769102966e-05"
2779,1,"0.0002920560747663,0.0002920560747663,0.0,0.1741551143080642,8.461530521298594e-07"
2780,1,"0.0026285046728971,0.0026285046728971,3.574273008969556e-07,0.2796690011475634,0.0061787654051436"
2781,1,"0.000876168224299,0.000876168224299,2.86495905994087e-08,0.2509096879203754,0.0014539864454962"
2782,1,"0.0011682242990654,0.0014602803738317,5.360787254914048e-06,0.2449321227043935,0.0009667776589582"
2783,0,"0.0002920560747663,0.0002920560747663,0.0,0.2164791212272599,0.0001795054207598"
2784,1,"0.000876168224299,0.000876168224299,5.477036483937084e-08,0.2345356112455801,0.0022078794823656"
2785,1,"0.0002920560747663,0.0002920560747663,0.0,0.2199344141748571,0.0001123562188742"
2786,1,"0.0002920560747663,0.0002920560747663,0.0,0.1622826428004773,1.3108921467502398e-07"
2787,1,"0.0002920560747663,0.0002920560747663,0.0,0.1622826428004773,1.3108921467502398e-07"
2788,1,"0.0002920560747663,0.0002920560747663,0.0,0.1622826428004773,1.3108921467502398e-07"
2789,1,"0.0014602803738317,0.0014602803738317,0.0017264839827336,0.1942891247148472,9.082503838769771e-06"
2790,1,"0.0005841121495327,0.0005841121495327,0.0,0.2307065249149762,0.0001293038469449"
2791,1,"0.000876168224299,0.000876168224299,0.0,0.237487643540454,0.0001892264804866"
2792,0,"0.0005841121495327,0.0005841121495327,0.0,0.2307065249149762,0.0001293038469449"
2793,1,"0.000876168224299,0.000876168224299,0.0,0.2424996144023782,0.0001643097617321"
2794,1,"0.0002920560747663,0.0002920560747663,0.0,0.2306904980636449,0.0001274372499661"
2795,1,"0.0002920560747663,0.0005841121495327,0.0,0.2306904980636449,0.0001274372499661"
2796,1,"0.0002920560747663,0.0002920560747663,0.0,0.2306904980636449,0.0001274372499661"
2797,1,"0.0005841121495327,0.0005841121495327,0.0,0.237453680345096,0.0001652082321303"
2798,1,"0.0002920560747663,0.0002920560747663,0.0,0.2117445463002084,2.401824835629056e-05"
2799,1,"0.0011682242990654,0.0011682242990654,0.0,0.2375046287817314,0.0001920386055525"
2800,1,"0.0,0.0002920560747663,0.0,0.0,7.897722255518397e-41"
2801,1,"0.0005841121495327,0.0005841121495327,0.0,0.2118255865041888,3.6068876062467525e-05"
2802,1,"0.0002920560747663,0.0002920560747663,0.0,0.2373857830885816,0.0001531576044241"
2803,1,"0.000876168224299,0.000876168224299,0.0,0.241969521978007,0.0004014070843036"
2804,1,"0.0002920560747663,0.0002920560747663,0.0,0.2373857830885816,0.0001531576044241"
2805,1,"0.000876168224299,0.000876168224299,0.0,0.2314784413513291,0.000177525766699"
2806,1,"0.0002920560747663,0.0002920560747663,0.0,0.2306904980636449,0.0001274372499661"
2807,1,"0.0005841121495327,0.000876168224299,0.0,0.2500782980364612,0.0004073508192865"
2808,1,"0.000876168224299,0.000876168224299,0.0,0.237487643540454,0.0001892264804866"
2809,1,"0.000876168224299,0.000876168224299,0.0,0.237487643540454,0.0001892264804866"
2810,1,"0.0011682242990654,0.0011682242990654,0.0,0.2375046287817314,0.0001920386055525"
2811,1,"0.0002920560747663,0.0002920560747663,0.0,0.2306904980636449,0.0001274372499661"
2812,1,"0.0014602803738317,0.0014602803738317,4.2660834759911645e-08,0.2375216164527693,0.000194771795881"
2813,1,"0.0005841121495327,0.0005841121495327,0.0,0.2374367023899734,0.0001771758527804"
2814,1,"0.000876168224299,0.000876168224299,0.0,0.2500971320700533,0.000413318041921"
2815,1,"0.000876168224299,0.000876168224299,0.0,0.237487643540454,0.0001892264804866"
2816,0,"0.0005841121495327,0.0002920560747663,0.0,0.2307065249149762,0.0001292768990129"
2817,1,"0.0002920560747663,0.0002920560747663,0.0,0.2006034625846422,1.2050627706176962e-05"
2818,1,"0.000876168224299,0.000876168224299,0.0,0.237487643540454,0.0001892264804866"
2819,1,"0.0005841121495327,0.0005841121495327,0.0,0.237453680345096,0.0001652082321303"
2820,1,"0.0002920560747663,0.0002920560747663,0.0,0.2373857830885816,0.0001531576044241"
2821,1,"0.0002920560747663,0.0002920560747663,0.0,0.2373857830885816,0.0001531576044241"
2822,1,"0.0005841121495327,0.0005841121495327,0.0,0.237453680345096,0.0001652082321303"
2823,1,"0.0002920560747663,0.0002920560747663,0.0,0.2006034625846422,1.2050627706176962e-05"
2824,1,"0.0002920560747663,0.0002920560747663,0.0,0.2355838336851708,0.000273678296236"
2825,1,"0.0002920560747663,0.0002920560747663,0.0,0.2355838336851708,0.000273678296236"
2826,1,"0.0011682242990654,0.0011682242990654,0.0,0.2187464409212942,9.089015263487608e-05"
2827,1,"0.000876168224299,0.000876168224299,0.0,0.2601072859423645,0.0027501118345596"
2828,1,"0.0014602803738317,0.0014602803738317,2.6605970402759133e-07,0.2677192614984011,0.0049761635589322"
2829,1,"0.000876168224299,0.000876168224299,3.7920687520178094e-05,0.2424642026596209,0.0001553705560993"
2830,1,"0.0011682242990654,0.0011682242990654,0.0011702505578494,0.2466787787569579,0.0003332638874277"
2831,1,"0.0026285046728971,0.0026285046728971,2.262827690552611e-06,0.2766633108078121,0.0087608773958856"
2832,1,"0.0002920560747663,0.0002920560747663,0.0,0.2303224940786633,0.0004798610476671"
2833,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
2834,0,"0.0002920560747663,0.0002920560747663,0.0,0.218228936033789,4.3734255954736936e-05"
2835,0,"0.0002920560747663,0.0002920560747663,0.0,0.2182432781037176,4.3734255954736936e-05"
2836,1,"0.0002920560747663,0.0002920560747663,0.0,0.218228936033789,4.3734255954736936e-05"
2837,0,"0.0002920560747663,0.0002920560747663,0.0,0.2014675556407309,1.3397873435004284e-05"
2838,0,"0.0005841121495327,0.0005841121495327,0.0,0.2183006652396902,5.713212938974122e-05"
2839,1,"0.000876168224299,0.000876168224299,7.390363829670073e-06,0.2496271306942921,0.0012434835445848"
2840,0,"0.0002920560747663,0.0002920560747663,0.0,0.230450362222496,0.0004142479348974"
2841,1,"0.0005841121495327,0.0005841121495327,1.465118867292041e-07,0.2377767234445201,0.0004536141399014"
2842,1,"0.0002920560747663,0.0002920560747663,0.0,0.1849609958575341,6.544741006366099e-06"
2843,1,"0.0005841121495327,0.0005841121495327,0.0,0.2010041595318787,1.6255052686261366e-05"
2844,1,"0.0011682242990654,0.0011682242990654,5.942192584709806e-06,0.2299397396223631,0.0001849324990716"
2845,1,"0.0011682242990654,0.000876168224299,1.6639975798199034e-06,0.2297488390498248,0.0001759578992554"
2846,1,"0.000876168224299,0.000876168224299,0.0001641033184008,0.2251077629898432,0.0001030029983592"
2847,1,"0.000876168224299,0.000876168224299,0.0002397234191674,0.1881040965008591,6.898071738268252e-06"
2848,1,"0.0005841121495327,0.0005841121495327,1.741909460169127e-07,0.2318339653467026,0.0002466523762833"
2849,1,"0.0005841121495327,0.0005841121495327,0.0005750680525636,0.1879869640320502,5.407187324315045e-06"
2850,1,"0.000876168224299,0.000876168224299,4.83489460612332e-07,0.1579147710127047,8.15273484407107e-08"
2851,1,"0.0002920560747663,0.0002920560747663,0.0,0.2247877695543334,9.749735213924812e-05"
2852,1,"0.000876168224299,0.000876168224299,3.412866780792932e-07,0.157907261988881,1.5738027852030793e-07"
2853,0,"0.0005841121495327,0.0005841121495327,2.275244520528621e-07,0.1578997536791483,7.925403955370145e-08"
2854,0,"0.000876168224299,0.000876168224299,0.0008625309774541,0.1880082499929891,5.409493003066101e-06"
2855,0,"0.0005841121495327,0.0005841121495327,0.0,0.2012843811144483,2.153568720911527e-05"
2856,1,"0.0014602803738317,0.0014602803738317,5.499202308483078e-08,0.2842655127226646,0.0075292516255289"
2857,1,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710406235411499,0.0031168476161124"
2858,1,"0.0005841121495327,0.0005841121495327,5.499202308483078e-08,0.2709521638076181,0.0028279659175234"
2859,1,"0.0002920560747663,0.0002920560747663,0.0,0.2402886917240353,0.0009568502753988"
2860,1,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710406235411499,0.0031168476161124"
2861,1,"0.0023364485981308,0.0023364485981308,7.176607315336693e-06,0.2745134925705686,0.0052808210953164"
2862,1,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710406235411499,0.0031168476161124"
2863,1,"0.000876168224299,0.0005841121495327,5.499202308483078e-08,0.2835373736019611,0.0052225321744021"
2864,1,"0.0011682242990654,0.0011682242990654,5.499202308483078e-08,0.2711070062557081,0.0037498114271827"
2865,1,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710406235411499,0.0031168476161124"
2866,0,"0.0005841121495327,0.0005841121495327,5.499202308483078e-08,0.2709521638076181,0.0028279659175234"
2867,0,"0.0005841121495327,0.0005841121495327,5.499202308483078e-08,0.2709521638076181,0.0028279659175234"
2868,1,"0.0011682242990654,0.0011682242990654,5.499202308483078e-08,0.2710627475002994,0.0031985358638076"
2869,0,"0.000876168224299,0.000876168224299,5.499202308483078e-08,0.2710185031931909,0.0034609297285936"
2870,1,"0.0002920560747663,0.0002920560747663,0.0,0.2571863165757565,0.0009208322262409"
2871,1,"0.0002920560747663,0.0002920560747663,0.0,0.2571863165757565,0.0009208322262409"
2872,1,"0.0002920560747663,0.0002920560747663,0.0,0.2571863165757565,0.0009208322262409"
2873,1,"0.0005841121495327,0.0005841121495327,0.0,0.2324180934788751,0.0002618894835393"
2874,1,"0.0002920560747663,0.0002920560747663,0.0,0.2178709959077659,9.239455776829292e-05"
2875,1,"0.0002920560747663,0.0002920560747663,0.0,0.2178709959077659,9.239455776829292e-05"
2876,1,"0.0002920560747663,0.0002920560747663,0.0,0.2178709959077659,9.239455776829292e-05"
2877,1,"0.0002920560747663,0.0002920560747663,0.0,0.2178709959077659,9.239455776829292e-05"
2878,1,"0.0011682242990654,0.0011682242990654,7.810041083745215e-07,0.2511183998507387,0.0008983629914045"
2879,0,"0.0002920560747663,0.0002920560747663,0.0,0.2178709959077659,9.239455776829292e-05"
2880,1,"0.000876168224299,0.000876168224299,0.0,0.2521288983088731,0.0012438979270349"
2881,1,"0.0005841121495327,0.0005841121495327,0.0,0.2414241889949958,0.0004827210558951"
2882,0,"0.0002920560747663,0.0002920560747663,0.0,0.1962061872748105,1.4616006173555055e-05"
2883,1,"0.000876168224299,0.0005841121495327,0.0,0.2464225081349189,0.0008879614454095"
