node_id,feat
478,"0.0055490654205607,0.0055490654205607,2.8599912172059317e-05,0.2885385106982507,0.0195010957092303,0.4385964912280701"
492,"0.0084696261682242,0.0084696261682242,9.923287634941932e-05,0.2980425165702897,0.0326838784057371,0.4605911330049261"
498,"0.009053738317757,0.009053738317757,6.625337357671658e-05,0.2935894014345476,0.0302727805993072,0.4569892473118279"
453,"0.0052570093457943,0.0052570093457943,2.3003928837911824e-05,0.2725980725353938,0.0150375424856439,0.3790849673202614"
454,"0.0695093457943925,0.0698014018691588,0.0509998773207834,0.3923891905501794,0.1657477679697332,0.1501902147528973"
457,"0.0257009345794392,0.0257009345794392,0.0114625221227879,0.3357045814421925,0.0778055121928695,0.2895905439822373"
464,"0.0151869158878504,0.0151869158878504,0.0001654026870719,0.301506239297818,0.0510251968808967,0.4110105580693816"
469,"0.0096378504672897,0.0096378504672897,0.000360410077987,0.2995750761954143,0.0367557012898675,0.4621212121212121"
501,"0.000876168224299,0.0005841121495327,0.0002880459562989,0.2071221680051249,1.1395452095044156e-05,0.625"
506,"0.0061331775700934,0.0055490654205607,0.0151425812176227,0.2622021097217661,0.0007774342048206,0.0536649214659685"
502,"0.000876168224299,0.0011682242990654,0.0002878326521251,0.2071221680051249,1.155527742953236e-05,0.5"
505,"0.0002920560747663,0.0002920560747663,0.0,0.1711482615897628,1.668887461113695e-07,1.0"
503,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.2070963342454735,1.1226152443272753e-05,0.5"
508,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1711306219853732,1.621341673860865e-07,0.5"
504,"0.0005841121495327,0.0005841121495327,0.0,0.2071480082107272,1.1393419455404756e-05,1.0"
507,"0.0014602803738317,0.0011682242990654,0.0014789720064975,0.2071997079694371,1.1581453114197176e-05,0.15625"
509,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.2070963342454735,1.1226152443272753e-05,0.5"
511,"0.0002920560747663,0.0002920560747663,0.0,0.2070834197821257,1.1226152443272753e-05,0.0"
512,"0.0005841121495327,0.0005841121495327,0.0,0.2070963342454735,1.139066315132708e-05,1.0"
513,"0.0011682242990654,0.000876168224299,0.0002971042735462,0.2071480082107272,1.1400352345813656e-05,0.4444444444444444"
514,"0.0005841121495327,0.0005841121495327,0.0,0.2070963342454735,1.139066315132708e-05,1.0"
510,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1711306219853732,1.621341673860865e-07,0.5"
515,"0.0005841121495327,0.0005841121495327,1.7064333903964658e-07,0.1550756383499658,2.1498174605808037e-08,0.0"
535,"0.0005841121495327,0.0005841121495327,0.0005753240175721,0.1840180494085209,1.4666518961475414e-06,0.0"
516,"0.0005841121495327,0.0005841121495327,4.2660834759911645e-08,0.1840078528080106,1.4666517661868773e-06,0.5"
524,"0.0005841121495327,0.0002920560747663,0.0002876193479513,0.1840078528080106,1.4875287241798166e-06,0.6666666666666666"
517,"0.0061331775700934,0.0064252336448598,0.0178041851188997,0.2262426570122747,0.0001015285393348,0.0292463442069741"
519,"0.0005841121495327,0.0005841121495327,0.0,0.1840078528080106,1.487839333400038e-06,1.0"
520,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1839976573374428,1.4663412238016544e-06,0.5"
523,"0.000876168224299,0.0005841121495327,4.2660834759911645e-08,0.1840078528080106,1.5093373770633789e-06,0.75"
526,"0.000876168224299,0.000876168224299,0.0005756653042502,0.1840180494085209,1.4881455772384373e-06,0.3333333333333333"
527,"0.0005841121495327,0.0005841121495327,0.0005753240175721,0.1840180494085209,1.4666518961475414e-06,0.0"
528,"0.0002920560747663,0.0005841121495327,1.3793669905704769e-06,0.1839976573374428,1.4663412238016544e-06,0.5"
529,"0.0002920560747663,0.0005841121495327,0.000287491365447,0.1840078528080106,1.4663412238016544e-06,0.3333333333333333"
537,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.1839976573374428,1.4663412238016544e-06,0.5"
538,"0.0002920560747663,0.0005841121495327,0.0,0.1839874629966296,1.4663412238016544e-06,1.0"
518,"0.0005841121495327,0.0005841121495327,0.0,0.1839976573374428,1.4881455762837176e-06,1.0"
534,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1550466766096819,2.1183010627554682e-08,0.5"
521,"0.000876168224299,0.0005841121495327,4.2660834759911645e-08,0.1840078528080106,1.50902227810639e-06,0.75"
525,"0.0005841121495327,0.000876168224299,4.2660834759911645e-08,0.1839976573374428,1.4881410206126913e-06,0.75"
522,"0.0005841121495327,0.0005841121495327,1.7064333903964658e-07,0.1550756383499658,2.1498174605808037e-08,0.0"
530,"0.0002920560747663,0.0005841121495327,0.0002880459562989,0.1550539160305443,2.148919131379636e-08,0.6666666666666666"
533,"0.000876168224299,0.0005841121495327,0.0001014616853373,0.184048645991585,1.5089678417187077e-06,0.125"
531,"0.0005841121495327,0.0005841121495327,0.0007190057090435,0.1840282471391614,1.487524234429209e-06,0.25"
536,"0.0005841121495327,0.0002920560747663,0.0004315143435965,0.1550828804757001,4.267213698849612e-08,0.1666666666666666"
532,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1550466766096819,2.1183010627554682e-08,0.5"
539,"0.0002920560747663,0.0002920560747663,0.0004319409519441,0.1340000693901286,6.166571781294391e-10,0.0"
540,"0.000876168224299,0.0005841121495327,0.0041574689906924,0.2357343451143727,0.0002759510990758,0.125"
541,"0.0002920560747663,0.0002920560747663,0.0,0.2353000580759702,0.0002758343181192,0.0"
542,"0.0002920560747663,0.0005841121495327,0.0,0.2353000580759702,0.0002758343181192,1.0"
553,"0.0005841121495327,0.0005841121495327,4.2660834759911645e-08,0.23531673183292,0.000279817272025,0.8"
543,"0.0005841121495327,0.0005841121495327,0.0,0.23531673183292,0.0002798756370648,1.0"
547,"0.0005841121495327,0.0005841121495327,0.0,0.23531673183292,0.0002798756370648,1.0"
544,"0.0043808411214953,0.0043808411214953,0.0007905107179649,0.2994940223328073,0.0117387845780924,0.6952380952380952"
549,"0.0002920560747663,0.0002920560747663,0.0,0.2296693906650645,0.0001694893248296,0.0"
551,"0.0005841121495327,0.0005841121495327,0.0,0.2353334079530981,0.0004453236429489,1.0"
545,"0.0023364485981308,0.0023364485981308,7.999356055296219e-08,0.2769632793683209,0.0048003689757267,0.9642857142857144"
546,"0.0002920560747663,0.0002920560747663,0.0,0.23531673183292,0.0002758343181192,1.0"
550,"0.0005841121495327,0.0002920560747663,0.0002880459562989,0.2353334079530981,0.000279817272025,0.5"
548,"0.0005841121495327,0.0002920560747663,0.0,0.23531673183292,0.0002798747939618,1.0"
552,"0.0002920560747663,0.0002920560747663,0.0,0.2353000580759702,0.0002758343181192,0.0"
554,"0.0002920560747663,0.0002920560747663,0.0,0.2355838336851708,0.000273678296236,0.0"
555,"0.000876168224299,0.0005841121495327,0.0002880886171336,0.2405323569191777,0.0003923349093132,0.5"
559,"0.0005841121495327,0.0002920560747663,0.0,0.2405149358750031,0.0003869104411248,1.0"
556,"0.0023364485981308,0.0020443925233644,5.793536484965103e-06,0.2798575526399939,0.0036341722324179,0.8061224489795918"
557,"0.0002920560747663,0.0005841121495327,0.0,0.2404801013560843,0.0003812476472728,1.0"
558,"0.0005841121495327,0.0005841121495327,6.825733561585863e-07,0.1936433447796471,6.838209754803283e-06,0.5"
561,"0.0005841121495327,0.000876168224299,0.0006193219682986,0.2406543749276156,0.0003813463468418,0.25"
560,"0.0023364485981308,0.0026285046728971,0.0002517776280813,0.2941615483768419,0.0049737533356254,0.5546875"
562,"0.0020443925233644,0.0020443925233644,0.0003771475158543,0.2558586732125871,0.0015613892589547,0.5581395348837209"
563,"0.0011682242990654,0.0011682242990654,0.0,0.2446794665212325,0.0004273400305209,1.0"
566,"0.0084696261682242,0.0084696261682242,0.0020670710543287,0.2810655708528284,0.0048150044465691,0.1527093596059113"
573,"0.0026285046728971,0.0026285046728971,4.631282123810285e-05,0.2626791425111666,0.0012025695327382,0.5277777777777778"
564,"0.0087616822429906,0.0087616822429906,0.0030162818454116,0.2838524420571132,0.0076548776015477,0.2873563218390804"
565,"0.0037967289719626,0.0037967289719626,0.0002690481760571,0.2932782583790663,0.0070449739317762,0.6389776357827476"
568,"0.0002920560747663,0.0002920560747663,0.0,0.2186744185187783,6.950872794020781e-05,0.0"
569,"0.0023364485981308,0.0023364485981308,6.916176727995031e-06,0.286620897602811,0.0049234411086289,0.6785714285714286"
571,"0.000876168224299,0.000876168224299,0.0,0.2446614395952382,0.0004207492769129,1.0"
575,"0.0002920560747663,0.0002920560747663,0.0,0.2186744185187783,6.950872794020781e-05,0.0"
576,"0.0023364485981308,0.0023364485981308,4.575980513988745e-05,0.2692823321137016,0.0020512984389396,0.6071428571428571"
581,"0.0005841121495327,0.0005841121495327,0.0,0.2446434153253402,0.0004033895818322,1.0"
582,"0.0105140186915887,0.0105140186915887,0.000127917181091,0.2880379668337382,0.0115344341436233,0.4539682539682539"
584,"0.0005841121495327,0.0005841121495327,0.0,0.2446434153253402,0.0004033895818322,1.0"
586,"0.0005841121495327,0.0005841121495327,0.0,0.2446434153253402,0.0004033895818322,1.0"
567,"0.0183995327102803,0.0186915887850467,0.0170143928954982,0.3070256767405851,0.0177864503668022,0.192113882590073"
578,"0.0110981308411214,0.0110981308411214,0.0001338438357578,0.2888145520635039,0.0123378034389043,0.4836415362731152"
570,"0.0002920560747663,0.0002920560747663,0.0,0.2445713447949748,0.000333880853892,0.0"
572,"0.0122663551401869,0.0122663551401869,0.0060952288069324,0.2934078211367881,0.0098993308392861,0.2537746806039489"
574,"0.0134345794392523,0.0134345794392523,0.0043578743874152,0.3152149710133999,0.0191438612487848,0.2980676328502415"
577,"0.0002920560747663,0.0002920560747663,0.0,0.2445713447949748,0.000333880853892,0.0"
579,"0.0125584112149532,0.0122663551401869,0.0010751670369455,0.3149459142285819,0.0156432435859608,0.3089569160997732"
580,"0.0300817757009345,0.0300817757009345,0.0355583935640151,0.3668975494007478,0.0638191464424813,0.2389473183267501"
583,"0.0002920560747663,0.0002920560747663,0.0,0.2445713447949748,0.000333880853892,0.0"
585,"0.0002920560747663,0.0002920560747663,0.0,0.2445713447949748,0.000333880853892,0.0"
587,"0.0002920560747663,0.0002920560747663,0.0,0.2445713447949748,0.000333880853892,0.0"
588,"0.0002920560747663,0.0002920560747663,0.0,0.2445713447949748,0.000333880853892,0.0"
589,"0.0017523364485981,0.0014602803738317,2.0705535274299594e-07,0.2388541839621785,0.0009672757440417,0.76"
590,"0.0017523364485981,0.0017523364485981,0.0011401599409324,0.2599444007535161,0.0023844704130905,0.2"
591,"0.0002920560747663,0.0002920560747663,0.0,0.2056725950468331,3.441342408787309e-05,0.0"
592,"0.0014602803738317,0.0014602803738317,5.517675045671357e-05,0.2606585337226191,0.0025331269967182,0.4"
593,"0.000876168224299,0.000876168224299,7.536747474251057e-07,0.2068512345599955,9.69858567436172e-05,0.0"
595,"0.0420560747663551,0.0420560747663551,0.0174482777498951,0.3504791260819175,0.0963752504882778,0.1721056721056721"
597,"0.0005841121495327,0.0005841121495327,1.7064333903964658e-07,0.2065039313243062,5.727120817337765e-05,0.0"
594,"0.0020443925233644,0.0020443925233644,0.0008231183424342,0.2602703753919718,0.0027914958764352,0.1904761904761904"
596,"0.0058411214953271,0.0058411214953271,0.0052341701934133,0.2651117451402018,0.006714674460081,0.2289473684210526"
598,"0.0017523364485981,0.0014602803738317,1.2079281760507005e-05,0.2475983984212771,0.0005698020625935,0.48"
600,"0.0014602803738317,0.0014602803738317,3.531031915251336e-05,0.2419166401709163,0.000314380260871,0.45"
599,"0.0011682242990654,0.0011682242990654,0.0001443642648275,0.2414066385305443,0.0002309246598217,0.4166666666666667"
601,"0.0113901869158878,0.0116822429906542,0.0144897718401388,0.3196140249880816,0.015527924976344,0.2354584291817285"
602,"0.0122663551401869,0.0125584112149532,0.0140762509152649,0.2589309722905394,0.0017233328465104,0.0544063474071975"
605,"0.0035046728971962,0.0035046728971962,0.0002567630041148,0.2843872329901659,0.0053251419507156,0.7575757575757576"
606,"0.0005841121495327,0.0005841121495327,0.0,0.2050882979018137,4.112616034039597e-05,1.0"
603,"0.0029205607476635,0.0029205607476635,0.0001266039037394,0.2684334103650608,0.003152053721678,0.6555555555555556"
604,"0.0070093457943925,0.0067172897196261,0.0017268804202868,0.2653659676862848,0.0030423588910861,0.3374291115311909"
607,"0.0075934579439252,0.0078855140186915,0.0043423980759637,0.2693260113241012,0.0040581716338875,0.2773264401772526"
608,"0.000876168224299,0.0011682242990654,1.422027825330388e-07,0.1836415262747424,1.8741990320425129e-06,0.5555555555555556"
611,"0.000876168224299,0.000876168224299,9.954194777312719e-08,0.1836516823153505,1.874959957817032e-06,0.6666666666666666"
626,"0.000876168224299,0.0005841121495327,4.2660834759911645e-08,0.1836415262747424,1.8967716190640931e-06,0.75"
609,"0.0011682242990654,0.0011682242990654,4.550489041057242e-07,0.1985999473492116,1.449229550657467e-05,0.6666666666666666"
610,"0.000876168224299,0.000876168224299,0.000861905285211,0.1986474678247393,1.4088346704134672e-05,0.3333333333333333"
628,"0.000876168224299,0.000876168224299,0.0,0.198564321910199,1.4291746892073457e-05,1.0"
619,"0.0029205607476635,0.0032126168224299,0.0032705364646005,0.2256891205400413,0.0001260365399866,0.17"
612,"0.0005841121495327,0.0005841121495327,0.000287662008786,0.1896943744788168,3.727608136762005e-06,0.0"
615,"0.0029205607476635,0.0029205607476635,0.0063840378874551,0.2349005955737545,0.0002580655214948,0.0222222222222222"
618,"0.0005841121495327,0.0005841121495327,8.532166951982329e-08,0.1590873679997206,1.0844362425526401e-07,0.0"
613,"0.000876168224299,0.000876168224299,1.1376222602643105e-07,0.1836516823153505,3.438566487325781e-06,0.6666666666666666"
629,"0.0011682242990654,0.0011682242990654,0.0002754452866331,0.2248791033809283,0.0001101847252164,0.5833333333333334"
614,"0.0020443925233644,0.0020443925233644,0.0020146294809803,0.1654603746699635,2.0668682329464573e-07,0.0952380952380952"
624,"0.0011682242990654,0.0011682242990654,0.0034466257213662,0.1987187911929967,1.388780124535827e-05,0.1666666666666666"
616,"0.000876168224299,0.000876168224299,0.0002878326521251,0.1897052110611921,3.782201890228288e-06,0.3333333333333333"
620,"0.0005841121495327,0.0005841121495327,6.430882433131458e-06,0.1897160488817509,3.753894586129665e-06,0.0"
622,"0.0005841121495327,0.0005841121495327,0.0,0.1896943744788168,3.7806579586052383e-06,1.0"
627,"0.0005841121495327,0.0005841121495327,0.0005756653042502,0.1896943744788168,3.7268191587015e-06,0.0"
617,"0.000876168224299,0.000876168224299,0.0,0.198564321910199,1.4291746892073457e-05,1.0"
706,"0.000876168224299,0.000876168224299,9.954194777312719e-08,0.1836516823153505,1.874959957817032e-06,0.6666666666666666"
630,"0.0011682242990654,0.0011682242990654,4.455640003960923e-06,0.1836618394793522,1.9284063637115203e-06,0.3333333333333333"
621,"0.0017523364485981,0.0014602803738317,3.47259194945681e-06,0.2249095644853483,0.0001148065365744,0.48"
623,"0.0002920560747663,0.0002920560747663,0.0,0.1590645073346825,5.3816168680406754e-08,0.0"
625,"0.0067172897196261,0.0067172897196261,0.0127118947303059,0.2903549636815746,0.0073869744842329,0.274703557312253"
631,"0.0058411214953271,0.0058411214953271,0.0071171963616849,0.2932264653091539,0.0083968150470916,0.3157894736842105"
632,"0.0005841121495327,0.0005841121495327,3.424378434617034e-07,0.2322068190774189,0.0003184660076303,0.0"
634,"0.0043808411214953,0.0043808411214953,0.0004000886405524,0.2847286049580869,0.0085301891753474,0.680952380952381"
635,"0.0032126168224299,0.0032126168224299,0.0007122594543756,0.2740151596357923,0.0044107402139709,0.6636363636363637"
633,"0.0026285046728971,0.0029205607476635,0.0002084389221306,0.2759276875468357,0.0045183710185662,0.7530864197530864"
636,"0.0064252336448598,0.0067172897196261,0.0016010489381293,0.2952600444230611,0.0071540773167049,0.1838842975206611"
640,"0.0002920560747663,0.0005841121495327,0.0,0.2271712764828409,0.0001032579265078,1.0"
637,"0.0002920560747663,0.0002920560747663,0.0,0.2510045139551147,0.0004805426980482,0.0"
638,"0.0242406542056074,0.0236565420560747,0.0230672046864476,0.3368282502917302,0.0332928893188993,0.1196838539706435"
639,"0.0002920560747663,0.0002920560747663,0.0,0.2510045139551147,0.0004805426980482,0.0"
641,"0.0052570093457943,0.0052570093457943,2.149397898376192e-05,0.2880629527781201,0.0086230795618968,0.7026143790849673"
644,"0.0119742990654205,0.0116822429906542,0.0021583111050263,0.3102092218240232,0.019201905202535,0.3740625"
645,"0.0239485981308411,0.0242406542056074,0.0100264131175337,0.3268493818529693,0.0391200216108455,0.2020446096654275"
650,"0.0035046728971962,0.0035046728971962,3.012266702656609e-05,0.286546701149898,0.0067437115665611,0.7878787878787878"
651,"0.0093457943925233,0.0093457943925233,0.0016603987385955,0.299953908375591,0.0135428095772951,0.4153225806451613"
659,"0.0026285046728971,0.0026285046728971,9.5758656895127e-07,0.266751523787145,0.0036574492602769,0.9027777777777778"
661,"0.0110981308411214,0.0116822429906542,0.0016410843785014,0.3067137452319357,0.0179114424120818,0.433389544688027"
664,"0.0037967289719626,0.0035046728971962,2.1659835877203185e-05,0.2891414644863881,0.0052788036346853,0.7222222222222222"
642,"0.0017523364485981,0.0020443925233644,6.1834846306894e-06,0.255977007602418,0.0019498047827862,0.875"
669,"0.0026285046728971,0.0023364485981308,5.631084214774302e-06,0.2665160288624533,0.0029547562481192,0.875"
643,"0.0005841121495327,0.0005841121495327,0.0,0.255209784785288,0.0013006399504087,1.0"
647,"0.0064252336448598,0.0064252336448598,0.0005946425539629,0.2885385106982507,0.0102557639391736,0.696969696969697"
649,"0.0035046728971962,0.0035046728971962,0.0003950750549566,0.2665802135045491,0.0026920537263156,0.3560606060606061"
660,"0.0026285046728971,0.0026285046728971,3.669810192968475e-05,0.2801644916583286,0.0047641942187313,0.6527777777777778"
662,"0.0020443925233644,0.0023364485981308,1.957594623968675e-06,0.2587090775651424,0.0021084404609277,0.8163265306122449"
667,"0.004964953271028,0.004964953271028,0.0005715740246342,0.287763407246635,0.0086116224224459,0.7610294117647058"
646,"0.0023364485981308,0.0023364485981308,2.241893958034703e-06,0.2682816060450935,0.0031716356902091,0.8571428571428571"
652,"0.0020443925233644,0.0020443925233644,2.162577694087528e-07,0.2554257149162501,0.0019042636589174,0.8333333333333334"
656,"0.000876168224299,0.000876168224299,0.0,0.2552293997099507,0.0013207795267739,1.0"
657,"0.0011682242990654,0.0011682242990654,9.753026654364969e-07,0.2552490176499745,0.0013319711319989,0.8333333333333334"
663,"0.0014602803738317,0.0011682242990654,7.449936693901869e-07,0.2558389614503981,0.0015161575109202,0.71875"
666,"0.0017523364485981,0.0017523364485981,1.3165893435157895e-06,0.2552882625788874,0.001395288728015,0.6"
648,"0.0011682242990654,0.000876168224299,1.543571956720673e-05,0.2546227357480576,0.0009108545226223,0.6666666666666666"
653,"0.0014602803738317,0.0014602803738317,1.7064333903964658e-07,0.2259040625596032,0.0001803309390977,0.7"
654,"0.000876168224299,0.000876168224299,0.0,0.2258733314940939,0.0001753409240094,1.0"
655,"0.0014602803738317,0.0014602803738317,1.251255558343746e-05,0.2660462842193694,0.0018392170821072,0.8"
658,"0.000876168224299,0.0011682242990654,3.583485882000953e-07,0.2546032139558513,0.0008917591398879,0.9444444444444444"
665,"0.0017523364485981,0.0020443925233644,7.490519271364103e-07,0.255937550645562,0.0016879171121577,0.7671232876712328"
668,"0.0014602803738317,0.0014602803738317,0.0002938726136473,0.2561547145654249,0.001631946910637,0.6463414634146342"
670,"0.000876168224299,0.000876168224299,0.0011509893218224,0.2548767917435082,0.0011620895163982,0.3333333333333333"
671,"0.0005841121495327,0.0005841121495327,0.0,0.202499525558032,1.701744055643037e-05,1.0"
672,"0.0198598130841121,0.0201518691588785,0.0002760392017773,0.3060917798530895,0.0633963692871641,0.3585640138408305"
673,"0.0073014018691588,0.0070093457943925,0.0001573019959169,0.3044919970315577,0.0243194432773545,0.4904513888888889"
674,"0.0350467289719626,0.0353387850467289,0.0266120013459267,0.3521889616742144,0.1094152990262697,0.2964827610152425"
675,"0.0002920560747663,0.0002920560747663,0.0,0.2594366968457944,0.0015791438172554,0.0"
676,"0.000876168224299,0.000876168224299,0.0002885436660377,0.1654274045843463,2.0651671826654923e-07,0.3333333333333333"
677,"0.0002920560747663,0.0002920560747663,0.0,0.1416658726004081,2.985281099549032e-09,0.0"
678,"0.0005841121495327,0.0005841121495327,0.0,0.141684005445267,5.9681037653334305e-09,1.0"
679,"0.0002920560747663,0.0002920560747663,0.0,0.1416658726004081,2.985281099549032e-09,0.0"
680,"0.0002920560747663,0.0002920560747663,0.0,0.1416658726004081,2.985281099549032e-09,0.0"
682,"0.0096378504672897,0.009929906542056,0.0002384556113131,0.2935894014345476,0.0196275875209395,0.3538320330426801"
683,"0.0011682242990654,0.0011682242990654,0.0,0.2523013006857748,0.0015560289068452,1.0"
681,"0.009053738317757,0.0087616822429906,0.0019403226261785,0.2937712066194416,0.0111709517599312,0.3288888888888889"
684,"0.0005841121495327,0.0005841121495327,0.0,0.2276852738859217,0.0001503858455336,1.0"
690,"0.0005841121495327,0.0005841121495327,0.0,0.2276852738859217,0.0001503858455336,1.0"
685,"0.0011682242990654,0.000876168224299,5.688111301321553e-08,0.2277165000086517,0.0001740189065757,0.8888888888888888"
687,"0.0023364485981308,0.0023364485981308,0.0002239691210869,0.2595380789078678,0.0014468108551618,0.375"
686,"0.0002920560747663,0.0002920560747663,0.0,0.1557447575099037,3.0906032165655374e-08,0.0"
688,"0.0005841121495327,0.0005841121495327,0.0005756653042502,0.1849919068367315,2.1405963938583174e-06,0.0"
689,"0.0005841121495327,0.000876168224299,0.0,0.2276852738859217,0.0001691001996621,1.0"
691,"0.000876168224299,0.0011682242990654,0.0002876193479513,0.2277008858767257,0.0001716124338535,0.7222222222222222"
692,"0.0005841121495327,0.0005841121495327,0.0011509893218224,0.2277321162821401,0.0001482457019748,0.0"
694,"0.0014602803738317,0.0014602803738317,1.4887960810178845e-07,0.2568481490932143,0.0032696737344028,0.8"
693,"0.0096378504672897,0.0096378504672897,0.0001587752212067,0.2997102635041668,0.0206588236439295,0.3607954545454545"
695,"0.0198598130841121,0.0198598130841121,0.0005602276472914,0.3108189554124081,0.0692825366909574,0.4181299385425812"
696,"0.0011682242990654,0.0011682242990654,1.0826872125221549e-07,0.2697197628026452,0.0018312360257559,0.8333333333333334"
697,"0.0096378504672897,0.0096378504672897,0.003424960473465,0.2829575425721002,0.0087146517984071,0.3323863636363636"
699,"0.0037967289719626,0.0037967289719626,0.000637637870126,0.2716836880983529,0.0027227578677323,0.2692307692307692"
698,"0.0108060747663551,0.0108060747663551,0.0021154975956155,0.3069405416051546,0.0127721929979233,0.3701201201201201"
700,"0.0055490654205607,0.0055490654205607,0.0019159697635408,0.2824761585255331,0.0053399675795309,0.4298245614035088"
701,"0.0020443925233644,0.0020443925233644,4.875523972561331e-09,0.2833921931751295,0.0117751145619907,0.9523809523809524"
702,"0.0005841121495327,0.0005841121495327,0.0011509893218224,0.1897160488817509,3.7268193210359774e-06,0.0"
705,"0.0002920560747663,0.0002920560747663,0.0,0.1896727050277683,3.72604190096606e-06,0.0"
703,"0.0002920560747663,0.0002920560747663,0.0,0.1985405787173363,1.387608427123581e-05,0.0"
704,"0.000876168224299,0.000876168224299,0.0,0.2380665079666046,0.0002688622769239,1.0"
707,"0.0216121495327102,0.0213200934579439,0.0157675549941197,0.3310197088941555,0.023103158102876,0.1129667855132295"
708,"0.0002920560747663,0.0002920560747663,0.0,0.2477646586306176,0.0003334970937651,0.0"
709,"0.0005841121495327,0.0005841121495327,4.2660834759911645e-08,0.1837126421567917,1.486591235736374e-06,0.5"
750,"0.0037967289719626,0.0035046728971962,0.0068936496105236,0.2257965403975092,0.0001029085367437,0.0674740484429065"
758,"0.0005841121495327,0.0002920560747663,0.0002876193479513,0.1837126421567917,1.507752105615416e-06,0.6666666666666666"
711,"0.009929906542056,0.009929906542056,0.0702036261834179,0.2919375577693334,0.0070085300161739,0.0953654188948306"
710,"0.0005841121495327,0.0005841121495327,0.0,0.1834183772232073,1.5088257976930247e-06,1.0"
714,"0.0005841121495327,0.0005841121495327,0.0,0.1834183772232073,1.5088257976930247e-06,1.0"
717,"0.0017523364485981,0.0020443925233644,0.0020047147260665,0.2253674733373714,0.0001029606604765,0.2222222222222222"
712,"0.0023364485981308,0.0020443925233644,0.0059786372741478,0.2256277836408593,0.0001027953500118,0.0858585858585858"
719,"0.0005841121495327,0.0005841121495327,3.9980599350976496e-05,0.2252299050207656,0.0001013882946874,0.0"
725,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775,0.0"
730,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775,0.0"
739,"0.0011682242990654,0.0011682242990654,0.0019925638752146,0.2253827690800982,0.0001012680493314,0.0"
769,"0.0017523364485981,0.0011682242990654,0.0011434625285429,0.2255052098075627,0.0001028229892472,0.3902439024390244"
771,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775,0.0"
720,"0.0002920560747663,0.0002920560747663,0.0011499654617881,0.1836009133425205,1.4846407561520792e-06,0.0"
729,"0.0005841121495327,0.0005841121495327,0.0005753240175721,0.183611064891417,1.4849553080023142e-06,0.0"
737,"0.000876168224299,0.000876168224299,2.349189967445802e-05,0.1842528835169599,2.97335626143038e-06,0.5"
755,"0.000876168224299,0.000876168224299,0.0002007903289366,0.1839263206660852,1.5487775526161229e-06,0.5"
760,"0.0005841121495327,0.0005841121495327,0.0005753240175721,0.183611064891417,1.4849553080023142e-06,0.0"
713,"0.0005841121495327,0.0005841121495327,1.7064333903964658e-07,0.154786506927667,2.1766536439659218e-08,0.0"
735,"0.0005841121495327,0.0005841121495327,1.7064333903964658e-07,0.154786506927667,2.1766536439659218e-08,0.0"
715,"0.0005841121495327,0.0005841121495327,2.687632589874433e-06,0.1551335943018858,4.264392258398029e-08,0.0"
724,"0.000876168224299,0.000876168224299,0.0003012978336031,0.1840894572662657,1.4887209242265444e-06,0.0"
766,"0.0005841121495327,0.0005841121495327,0.0002842036371148,0.1834487747003739,1.463193087843525e-06,0.0"
731,"0.0005841121495327,0.0005841121495327,0.0001437670131409,0.1840180494085209,1.4878348408402454e-06,0.5"
770,"0.0005841121495327,0.0005841121495327,0.0001437670131409,0.1840180494085209,1.4878348408402454e-06,0.5"
716,"0.0005841121495327,0.0005841121495327,0.0,0.1837024793730247,1.5080623870156653e-06,1.0"
722,"0.0005841121495327,0.0005841121495327,0.0,0.1837024793730247,1.5080623870156653e-06,1.0"
745,"0.0005841121495327,0.0005841121495327,0.0,0.1837024793730247,3.1333246915211146e-06,1.0"
752,"0.0005841121495327,0.0005841121495327,2.588090642101307e-06,0.1835603183696958,1.509129766654172e-06,0.0"
718,"0.0005841121495327,0.0005841121495327,1.0096397559845756e-06,0.1837431372559159,1.8135628447474011e-06,0.0"
756,"0.0014602803738317,0.0014602803738317,0.0008342580982168,0.2257351451040832,0.0001139883498169,0.35"
721,"0.0002920560747663,0.0005841121495327,0.0011503920701357,0.1547720786552092,2.1447436840689812e-08,0.1666666666666666"
754,"0.0002920560747663,0.0002920560747663,0.0,0.1337733531915149,3.09938308993301e-10,0.5"
762,"0.0005841121495327,0.0005841121495327,0.0011512452868309,0.1337895217608544,3.1441931257092073e-10,0.1666666666666666"
723,"0.000876168224299,0.000876168224299,8.532166951982329e-08,0.1837431372559159,1.5539441479099158e-06,0.6666666666666666"
736,"0.000876168224299,0.0011682242990654,1.564230607863427e-07,0.1837431372559159,1.574780938775041e-06,0.6666666666666666"
748,"0.0043808411214953,0.0046728971962616,0.006897334084619,0.2258426087885043,0.0001044644592642,0.1088888888888888"
